A46243,,,,,,11,1,30
A70ABE,,,,,0,11,5,16
A46243,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A70ABE,,,,,0,11,5,16
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A462C3,,,,,,11,1,30
A837A7,,,,,,11,5,21
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A70ABE,,,,,0,11,5,16
A462C3,,,,,,11,1,30
A32F12,,,,,,11,5,23
A462C3,,,,,,11,1,30
A70ABE,,,,,0,11,5,16
ABEFDD,,,,,0,17,5,11
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A837A7,,,,,,17,5,31
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A70ABE,,,,,0,11,5,16
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A70ABE,,,,,0,11,5,16
A70ABE,,,,,0,11,5,16
A46243,,,,,,11,1,30
A46243,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A32F12,,,,,0,17,5,10
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A837A7,,,,,,17,5,31
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A462C3,,,,,,11,1,30
A32F12,,,,,,17,5,29
A462C3,,,,,,11,1,30
A32F12,,,,,,11,5,23
A32F12,,,,,,11,5,23
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A46243,,,,,,11,1,30
A32F12,,,,,0,17,5,10
A32F12,,,,,0,17,5,10
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A46243,,,,,,11,1,30
A32F12,,,,,0,17,5,10
A7EDFE,2VG,,,,,11,5,2
A8A490,,,,,0,11,5,11
A32F12,,,,,0,17,5,10
A462C3,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A462C3,,,,,,11,1,30
A462C3,,,,,,11,1,30
A302A0,,,,,0,11,1,13
A7EDFE,2VG,,,,,11,5,2
A70ABE,,,,,0,11,5,16
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A32F12,,,,,,17,5,29
A32F12,,565,85,,,17,5,19
A46243,,,,,,11,1,30
A32F12,,565,85,,,17,5,19
A46243,,,,,,11,1,30
A32F12,,565,85,,,17,5,19
A7EDFE,2VG,,,,,11,5,2
A70ABE,,,,,0,11,5,16
A32F12,,,,,,17,5,29
A32F12,,,,,,11,5,23
A7EDFE,2VG,,,,,11,5,2
AD014F,,,,,0,11,5,13
A32F12,,,,,,17,5,31
A32F12,,,,,,11,5,23
A32F12,,565,85,,,17,5,19
A32F12,,565,85,,,17,5,19
A462C3,,,,,,11,1,30
A302A0,,,,,0,11,1,13
A32F12,,,,,,17,5,29
A70ABE,,,,,0,11,5,16
A32F12,,,,,,11,5,23
A32F12,,,,,,11,5,23
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A32F12,,566,85,,,17,5,19
A462C3,,,,,,11,1,30
A32F12,,,,,,11,5,23
A32F12,,,,,,11,5,23
A32F12,,567,85,,,17,5,19
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,0,17,5,10
A32F12,N304KC,,,,,17,5,4
A7EDFE,2VG,,,,,11,5,2
ABEFDD,,,,,,11,5,21
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A32F12,,569,85,,,17,5,19
A32F12,,,,,0,17,5,10
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A7EDFE,2VG,,,,,11,5,2
A46243,,,,,,11,1,30
A70ABE,,,,,0,11,5,16
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A7EDFE,2VG,,,,,11,5,2
A70ABE,,,,,0,11,5,16
A7EDFE,2VG,,,,,11,5,2
A70ABE,,,,,0,11,5,16
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A32F12,,,,,,17,5,31
A70ABE,,,,,0,11,5,16
A70ABE,,,,,0,11,5,16
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,0,17,5,10
A32F12,,,,,,11,5,23
A32F12,,571,85,,,17,5,19
A32F12,,,,,,11,5,23
A70ABE,,,,,0,11,5,16
A32F12,,,,,,11,5,23
A32F12,,571,85,,,17,5,19
A32F12,,571,85,,,17,5,19
A32F12,,,,,,11,5,23
A32F12,,,,,0,17,5,10
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A7EDFE,2VG,,,,,11,5,2
A32F12,,570,85,,,17,5,19
A32F12,,,,,,11,5,23
A32F12,,,,,0,17,5,10
A7EDFE,2VG,,,,,11,5,2
A32F12,,570,85,,,17,5,19
A7EDFE,2VG,,,,,11,5,2
A32F12,,,,,,11,5,23
A32F12,,,,,,11,5,23
A32F12,,,,40.22,-105.38,1,17,5,10
A32F12,,,,,,11,5,23
A32F12,,,,40.22,-105.37,0,17,5,10
A46243,,,,,,11,1,30
A32F12,,,,40.22,-105.37,0,17,5,10
A32F12,,,,,,11,5,23
A32F12,,570,85,,,17,5,19
A32F12,,,,40.22,-105.37,0,17,5,10
A32F12,,,,40.22,-105.37,0,17,5,10
A32F12,,,,,,11,5,23
A32F12,,,,,,17,5,31
A7EDFE,2VG,,,,,11,5,2
